,Sample,Arima_Model,Garch_Model,AIC,LogLikelihood,MSE,RMSE,MAE,DurbinWatson_value,LjungBox_pvalue,Distribution
27,GFPT.BK," ARIMA(0,0,1)(0,0,0)[0]          ","                            Zero Mean - FIGARCH Model Results                             
==========================================================================================
Dep. Variable:                            GFPT.BK   R-squared:                       0.000
Mean Model:                             Zero Mean   Adj. R-squared:                  0.000
Vol Model:                                FIGARCH   Log-Likelihood:               -5695.96
Distribution:      Generalized Error Distribution   AIC:                           11401.9
Method:                        Maximum Likelihood   BIC:                           11430.9
                                                    No. Observations:                 2430
Date:                            Mon, Mar 03 2025   Df Residuals:                     2430
Time:                                    09:28:57   Df Model:                            0
                            Volatility Model                            
========================================================================
                 coef    std err          t      P>|t|  95.0% Conf. Int.
------------------------------------------------------------------------
omega          0.2537      0.468      0.542      0.588 [ -0.664,  1.171]
phi            0.0000      0.284      0.000      1.000 [ -0.557,  0.557]
d              0.4395      0.120      3.659  2.533e-04 [  0.204,  0.675]
beta           0.1016      0.246      0.414      0.679 [ -0.380,  0.583]
                              Distribution                              
========================================================================
                 coef    std err          t      P>|t|  95.0% Conf. Int.
------------------------------------------------------------------------
nu             1.0100      0.131      7.696  1.409e-14 [  0.753,  1.267]
========================================================================

Covariance estimator: robust",11401.912303402527,-5695.9561517012635,19.312860349442072,4.394639956747546,2.230325516657397,2.0009660978759785,0.9773872372613843,generalized error
28,CPF.BK," ARIMA(0,0,1)(0,0,0)[0]          ","                           Zero Mean - GJR-GARCH Model Results                           
=========================================================================================
Dep. Variable:                            CPF.BK   R-squared:                       0.000
Mean Model:                            Zero Mean   Adj. R-squared:                  0.000
Vol Model:                             GJR-GARCH   Log-Likelihood:               -4534.71
Distribution:      Standardized Skew Student's t   AIC:                           9083.42
Method:                       Maximum Likelihood   BIC:                           9123.99
                                                   No. Observations:                 2430
Date:                           Mon, Mar 03 2025   Df Residuals:                     2430
Time:                                   09:29:02   Df Model:                            0
                               Volatility Model                              
=============================================================================
                 coef    std err          t      P>|t|       95.0% Conf. Int.
-----------------------------------------------------------------------------
omega          0.0655  2.336e-02      2.805  5.028e-03    [1.975e-02,  0.111]
alpha[1]       0.0120  2.434e-02      0.491      0.623 [-3.575e-02,5.966e-02]
alpha[2]   8.1132e-13  2.431e-02  3.337e-11      1.000 [-4.765e-02,4.765e-02]
gamma[1]       0.0645  2.123e-02      3.037  2.391e-03    [2.286e-02,  0.106]
beta[1]        0.9359  1.523e-02     61.449      0.000      [  0.906,  0.966]
                               Distribution                               
==========================================================================
                 coef    std err          t      P>|t|    95.0% Conf. Int.
--------------------------------------------------------------------------
eta            5.1322      0.523      9.817  9.496e-23   [  4.108,  6.157]
lambda         0.0503  2.541e-02      1.979  4.781e-02 [4.844e-04,  0.100]
==========================================================================

Covariance estimator: robust",9083.42479693337,-4534.712398466685,3.294529921667036,1.8150839985155056,1.2437170411259602,1.99485328238202,0.9051224168642673,skewstudent
29,CPH.BK," ARIMA(0,0,1)(0,0,0)[0]          ","                            Zero Mean - FIGARCH Model Results                             
==========================================================================================
Dep. Variable:                             CPH.BK   R-squared:                       0.000
Mean Model:                             Zero Mean   Adj. R-squared:                  0.000
Vol Model:                                FIGARCH   Log-Likelihood:               -3539.70
Distribution:      Generalized Error Distribution   AIC:                           7089.40
Method:                        Maximum Likelihood   BIC:                           7118.38
                                                    No. Observations:                 2430
Date:                            Mon, Mar 03 2025   Df Residuals:                     2430
Time:                                    09:29:09   Df Model:                            0
                              Volatility Model                             
===========================================================================
                 coef    std err          t      P>|t|     95.0% Conf. Int.
---------------------------------------------------------------------------
omega          0.1230  7.710e-02      1.595      0.111 [-2.814e-02,  0.274]
phi            0.1759      0.420      0.419      0.675    [ -0.647,  0.999]
d              0.3846      0.107      3.609  3.078e-04    [  0.176,  0.593]
beta           0.2334      0.454      0.514      0.607    [ -0.656,  1.123]
                              Distribution                              
========================================================================
                 coef    std err          t      P>|t|  95.0% Conf. Int.
------------------------------------------------------------------------
nu             1.0100      0.171      5.894  3.776e-09 [  0.674,  1.346]
========================================================================

Covariance estimator: robust",7089.404548566628,-3539.702274283314,2.0582407208939952,1.4346570046160843,0.8795657246397328,1.999393760840901,0.9916639675816531,generalized error
30,FANCY.BK," ARIMA(0,0,0)(0,0,0)[0]          ","                             Zero Mean - GARCH Model Results                             
=========================================================================================
Dep. Variable:                          FANCY.BK   R-squared:                       0.000
Mean Model:                            Zero Mean   Adj. R-squared:                  0.000
Vol Model:                                 GARCH   Log-Likelihood:                5535.95
Distribution:      Standardized Skew Student's t   AIC:                          -11059.9
Method:                       Maximum Likelihood   BIC:                          -11025.1
                                                   No. Observations:                 2430
Date:                           Mon, Mar 03 2025   Df Residuals:                     2430
Time:                                   09:29:12   Df Model:                            0
                               Volatility Model                              
=============================================================================
                 coef    std err          t      P>|t|       95.0% Conf. Int.
-----------------------------------------------------------------------------
omega      2.4298e-08  3.233e-05  7.514e-04      0.999 [-6.335e-05,6.340e-05]
alpha[1]       0.2539      0.237      1.072      0.284      [ -0.210,  0.718]
alpha[2]   3.0786e-05  2.692e-04      0.114      0.909 [-4.967e-04,5.583e-04]
beta[1]        0.0000  2.254e-03      0.000      1.000 [-4.418e-03,4.418e-03]
                                Distribution                                
============================================================================
                 coef    std err          t      P>|t|      95.0% Conf. Int.
----------------------------------------------------------------------------
eta            2.0500  7.454e-03    275.022      0.000     [  2.035,  2.065]
lambda         0.0262  3.770e-03      6.957  3.469e-12 [1.884e-02,3.362e-02]
============================================================================

Covariance estimator: robust
WARNING: The optimizer did not indicate successful convergence. The message was Inequality constraints incompatible.
See convergence_flag.
",-11059.90740348395,5535.953701741975,2.4297628418140835,1.5587696564323041,0.47883081430224006,2.207120587863687,3.091590491320549e-07,skewstudent
31,JCT.BK," ARIMA(1,0,1)(0,0,0)[0]          ","                             Zero Mean - EGARCH Model Results                             
==========================================================================================
Dep. Variable:                             JCT.BK   R-squared:                       0.000
Mean Model:                             Zero Mean   Adj. R-squared:                  0.000
Vol Model:                                 EGARCH   Log-Likelihood:               -4363.70
Distribution:      Generalized Error Distribution   AIC:                           8739.39
Method:                        Maximum Likelihood   BIC:                           8774.17
                                                    No. Observations:                 2430
Date:                            Mon, Mar 03 2025   Df Residuals:                     2430
Time:                                    09:29:18   Df Model:                            0
                               Volatility Model                              
=============================================================================
                 coef    std err          t      P>|t|       95.0% Conf. Int.
-----------------------------------------------------------------------------
omega          0.0723  4.915e-02      1.470      0.141   [-2.406e-02,  0.169]
alpha[1]       0.3313  5.620e-02      5.895  3.738e-09      [  0.221,  0.442]
alpha[2]      -0.1544  8.071e-02     -1.913  5.581e-02    [ -0.313,3.827e-03]
gamma[1]       0.0144  2.018e-02      0.712      0.477 [-2.519e-02,5.391e-02]
beta[1]        0.9370  4.750e-02     19.726  1.302e-86      [  0.844,  1.030]
                              Distribution                              
========================================================================
                 coef    std err          t      P>|t|  95.0% Conf. Int.
------------------------------------------------------------------------
nu             1.0100      0.197      5.118  3.094e-07 [  0.623,  1.397]
========================================================================

Covariance estimator: robust",8739.394293635622,-4363.697146817811,3.831232244421847,1.9573533775028584,1.1537384213292396,1.999993989819984,0.9812847221332219,generalized error
32,KBANK.BK," ARIMA(5,0,5)(0,0,0)[0]          ","                            Zero Mean - FIGARCH Model Results                             
==========================================================================================
Dep. Variable:                           KBANK.BK   R-squared:                       0.000
Mean Model:                             Zero Mean   Adj. R-squared:                  0.000
Vol Model:                                FIGARCH   Log-Likelihood:               -5511.55
Distribution:      Generalized Error Distribution   AIC:                           11033.1
Method:                        Maximum Likelihood   BIC:                           11062.1
                                                    No. Observations:                 2430
Date:                            Mon, Mar 03 2025   Df Residuals:                     2430
Time:                                    09:29:28   Df Model:                            0
                            Volatility Model                            
========================================================================
                 coef    std err          t      P>|t|  95.0% Conf. Int.
------------------------------------------------------------------------
omega          0.3005      0.247      1.216      0.224 [ -0.184,  0.785]
phi        1.3953e-09      0.197  7.100e-09      1.000 [ -0.385,  0.385]
d              0.3066  7.888e-02      3.886  1.018e-04 [  0.152,  0.461]
beta           0.1593      0.185      0.863      0.388 [ -0.203,  0.521]
                              Distribution                              
========================================================================
                 coef    std err          t      P>|t|  95.0% Conf. Int.
------------------------------------------------------------------------
nu             1.0100      0.162      6.242  4.309e-10 [  0.693,  1.327]
========================================================================

Covariance estimator: robust",11033.092981042715,-5511.546490521358,9.892064154577998,3.145165203066128,1.9318066072787898,1.9503734133490354,0.22739687723045326,generalized error
33,KCAR.BK," ARIMA(2,0,2)(0,0,0)[0]          ","                             Zero Mean - EGARCH Model Results                             
==========================================================================================
Dep. Variable:                            KCAR.BK   R-squared:                       0.000
Mean Model:                             Zero Mean   Adj. R-squared:                  0.000
Vol Model:                                 EGARCH   Log-Likelihood:               -4101.72
Distribution:      Generalized Error Distribution   AIC:                           8215.44
Method:                        Maximum Likelihood   BIC:                           8250.22
                                                    No. Observations:                 2430
Date:                            Mon, Mar 03 2025   Df Residuals:                     2430
Time:                                    09:29:32   Df Model:                            0
                               Volatility Model                              
=============================================================================
                 coef    std err          t      P>|t|       95.0% Conf. Int.
-----------------------------------------------------------------------------
omega          0.0227  7.418e-03      3.056  2.245e-03  [8.129e-03,3.721e-02]
alpha[1]       0.4214  6.871e-02      6.132  8.654e-10      [  0.287,  0.556]
alpha[2]      -0.2704  6.701e-02     -4.036  5.441e-05      [ -0.402, -0.139]
gamma[1]      -0.0203  1.439e-02     -1.408      0.159 [-4.847e-02,7.951e-03]
beta[1]        0.9872  6.373e-03    154.918      0.000      [  0.975,  1.000]
                              Distribution                              
========================================================================
                 coef    std err          t      P>|t|  95.0% Conf. Int.
------------------------------------------------------------------------
nu             1.0100  6.699e-02     15.076  2.331e-51 [  0.879,  1.141]
========================================================================

Covariance estimator: robust",8215.441832637907,-4101.720916318954,2.6139484918326232,1.6167710078525726,1.0588666787798848,2.046224092912953,0.25344548454111326,generalized error
34,BLA.BK," ARIMA(0,0,0)(0,0,0)[0]          ","                             Zero Mean - EGARCH Model Results                            
=========================================================================================
Dep. Variable:                            BLA.BK   R-squared:                       0.000
Mean Model:                            Zero Mean   Adj. R-squared:                  0.000
Vol Model:                                EGARCH   Log-Likelihood:               -5633.62
Distribution:      Standardized Skew Student's t   AIC:                           11281.2
Method:                       Maximum Likelihood   BIC:                           11321.8
                                                   No. Observations:                 2430
Date:                           Mon, Mar 03 2025   Df Residuals:                     2430
Time:                                   09:29:38   Df Model:                            0
                               Volatility Model                              
=============================================================================
                 coef    std err          t      P>|t|       95.0% Conf. Int.
-----------------------------------------------------------------------------
omega          0.0406  1.365e-02      2.976  2.920e-03  [1.387e-02,6.738e-02]
alpha[1]       0.3516  6.391e-02      5.502  3.765e-08      [  0.226,  0.477]
alpha[2]      -0.1653  6.131e-02     -2.696  7.016e-03   [ -0.285,-4.513e-02]
gamma[1]      -0.0230  1.504e-02     -1.530      0.126 [-5.248e-02,6.464e-03]
beta[1]        0.9956  2.883e-03    345.360      0.000      [  0.990,  1.001]
                                Distribution                                
============================================================================
                 coef    std err          t      P>|t|      95.0% Conf. Int.
----------------------------------------------------------------------------
eta            3.0008      0.207     14.483  1.548e-47     [  2.595,  3.407]
lambda         0.0621  1.876e-02      3.309  9.354e-04 [2.531e-02,9.883e-02]
============================================================================

Covariance estimator: robust",11281.248822408921,-5633.624411204461,12.034923082631927,3.469138665812009,2.1386851717940094,2.0194486820570754,0.6314520346948334,skewstudent
35,EASON.BK," ARIMA(0,0,0)(0,0,0)[0]          ","                             Zero Mean - EGARCH Model Results                             
==========================================================================================
Dep. Variable:                           EASON.BK   R-squared:                       0.000
Mean Model:                             Zero Mean   Adj. R-squared:                  0.000
Vol Model:                                 EGARCH   Log-Likelihood:               -4584.91
Distribution:      Generalized Error Distribution   AIC:                           9181.83
Method:                        Maximum Likelihood   BIC:                           9216.60
                                                    No. Observations:                 2430
Date:                            Mon, Mar 03 2025   Df Residuals:                     2430
Time:                                    09:29:45   Df Model:                            0
                              Volatility Model                             
===========================================================================
                 coef    std err          t      P>|t|     95.0% Conf. Int.
---------------------------------------------------------------------------
omega          0.1027  4.709e-02      2.182  2.914e-02  [1.044e-02,  0.195]
alpha[1]       0.2971      0.107      2.772  5.563e-03  [8.706e-02,  0.507]
alpha[2]      -0.0903  7.829e-02     -1.154      0.249  [ -0.244,6.313e-02]
gamma[1]       0.0407  3.453e-02      1.180      0.238 [-2.695e-02,  0.108]
beta[1]        0.9212  3.892e-02     23.668 7.639e-124    [  0.845,  0.998]
                              Distribution                              
========================================================================
                 coef    std err          t      P>|t|  95.0% Conf. Int.
------------------------------------------------------------------------
nu             1.0100      0.460      2.195  2.820e-02 [  0.108,  1.912]
========================================================================

Covariance estimator: robust",9181.828796221505,-4584.914398110753,4.396856960152424,2.09686836977251,1.2632687730803536,2.237952275131885,4.1124983426262265e-09,generalized error
36,HTECH.BK," ARIMA(0,0,0)(0,0,0)[0]          ","                           Zero Mean - GJR-GARCH Model Results                            
==========================================================================================
Dep. Variable:                           HTECH.BK   R-squared:                       0.000
Mean Model:                             Zero Mean   Adj. R-squared:                  0.000
Vol Model:                              GJR-GARCH   Log-Likelihood:               -5359.95
Distribution:      Generalized Error Distribution   AIC:                           10731.9
Method:                        Maximum Likelihood   BIC:                           10766.7
                                                    No. Observations:                 2430
Date:                            Mon, Mar 03 2025   Df Residuals:                     2430
Time:                                    09:29:52   Df Model:                            0
                               Volatility Model                              
=============================================================================
                 coef    std err          t      P>|t|       95.0% Conf. Int.
-----------------------------------------------------------------------------
omega          0.3221      0.166      1.938  5.258e-02   [-3.585e-03,  0.648]
alpha[1]       0.0514  2.607e-02      1.970  4.879e-02    [2.730e-04,  0.102]
alpha[2]   2.7428e-10  3.837e-02  7.149e-09      1.000 [-7.519e-02,7.519e-02]
gamma[1]       0.0957  3.935e-02      2.432  1.502e-02    [1.857e-02,  0.173]
beta[1]        0.8516  6.383e-02     13.342  1.325e-40      [  0.727,  0.977]
                              Distribution                              
========================================================================
                 coef    std err          t      P>|t|  95.0% Conf. Int.
------------------------------------------------------------------------
nu             1.0100  9.254e-02     10.914  9.904e-28 [  0.829,  1.191]
========================================================================

Covariance estimator: robust",10731.909975163231,-5359.954987581616,10.395126883371566,3.2241474661329566,1.8127169754742412,2.0198228894230814,0.24703620784453156,generalized error
37,PTL.BK," ARIMA(0,0,0)(0,0,0)[0]          ","                            Zero Mean - FIGARCH Model Results                             
==========================================================================================
Dep. Variable:                             PTL.BK   R-squared:                       0.000
Mean Model:                             Zero Mean   Adj. R-squared:                  0.000
Vol Model:                                FIGARCH   Log-Likelihood:               -4815.06
Distribution:      Generalized Error Distribution   AIC:                           9640.12
Method:                        Maximum Likelihood   BIC:                           9669.10
                                                    No. Observations:                 2430
Date:                            Mon, Mar 03 2025   Df Residuals:                     2430
Time:                                    09:30:01   Df Model:                            0
                              Volatility Model                             
===========================================================================
                 coef    std err          t      P>|t|     95.0% Conf. Int.
---------------------------------------------------------------------------
omega          0.2061      0.109      1.897  5.776e-02 [-6.786e-03,  0.419]
phi            0.2203      0.348      0.632      0.527    [ -0.462,  0.903]
d              0.3377      0.153      2.205  2.746e-02  [3.752e-02,  0.638]
beta           0.2974      0.331      0.897      0.370    [ -0.352,  0.947]
                               Distribution                               
==========================================================================
                 coef    std err          t      P>|t|    95.0% Conf. Int.
--------------------------------------------------------------------------
nu             1.0100      0.511      1.976  4.816e-02 [8.169e-03,  2.012]
==========================================================================

Covariance estimator: robust",9640.120135836889,-4815.0600679184445,6.2431856623395685,2.4986367607836817,1.4429467968238165,1.999352687103063,0.9896839120359361,generalized error
38,IVL.BK," ARIMA(1,0,0)(0,0,0)[0]          ","                             Zero Mean - EGARCH Model Results                             
==========================================================================================
Dep. Variable:                             IVL.BK   R-squared:                       0.000
Mean Model:                             Zero Mean   Adj. R-squared:                  0.000
Vol Model:                                 EGARCH   Log-Likelihood:               -5497.81
Distribution:      Generalized Error Distribution   AIC:                           11007.6
Method:                        Maximum Likelihood   BIC:                           11042.4
                                                    No. Observations:                 2430
Date:                            Mon, Mar 03 2025   Df Residuals:                     2430
Time:                                    09:30:05   Df Model:                            0
                              Volatility Model                             
===========================================================================
                 coef    std err          t      P>|t|     95.0% Conf. Int.
---------------------------------------------------------------------------
omega          0.0924  4.210e-02      2.194  2.821e-02  [9.866e-03,  0.175]
alpha[1]       0.3170      0.454      0.699      0.485    [ -0.572,  1.206]
alpha[2]      -0.1343      0.391     -0.344      0.731    [ -0.900,  0.632]
gamma[1]       0.0410  6.789e-02      0.604      0.546 [-9.207e-02,  0.174]
beta[1]        0.9591  3.338e-02     28.733 1.476e-181    [  0.894,  1.024]
                              Distribution                              
========================================================================
                 coef    std err          t      P>|t|  95.0% Conf. Int.
------------------------------------------------------------------------
nu             1.0100      1.624      0.622      0.534 [ -2.173,  4.193]
========================================================================

Covariance estimator: robust",11007.618859781162,-5497.809429890581,8.81326670612945,2.9687146555587742,1.8579726318961178,1.9998302744505363,0.9498446472286655,generalized error
39,MILL.BK," ARIMA(0,0,2)(0,0,0)[0] intercept","                            Zero Mean - FIGARCH Model Results                            
=========================================================================================
Dep. Variable:                           MILL.BK   R-squared:                       0.000
Mean Model:                            Zero Mean   Adj. R-squared:                  0.000
Vol Model:                               FIGARCH   Log-Likelihood:               -3865.28
Distribution:      Standardized Skew Student's t   AIC:                           7742.57
Method:                       Maximum Likelihood   BIC:                           7777.34
                                                   No. Observations:                 2430
Date:                           Mon, Mar 03 2025   Df Residuals:                     2430
Time:                                   09:30:14   Df Model:                            0
                              Volatility Model                             
===========================================================================
                 coef    std err          t      P>|t|     95.0% Conf. Int.
---------------------------------------------------------------------------
omega          0.1150  6.010e-02      1.913  5.576e-02 [-2.830e-03,  0.233]
phi            0.3101      0.110      2.812  4.918e-03  [9.400e-02,  0.526]
d              0.3797  9.601e-02      3.955  7.653e-05    [  0.192,  0.568]
beta           0.5576      0.150      3.721  1.983e-04    [  0.264,  0.851]
                                 Distribution                                
=============================================================================
                 coef    std err          t      P>|t|       95.0% Conf. Int.
-----------------------------------------------------------------------------
eta            4.1513      0.347     11.954  6.188e-33      [  3.471,  4.832]
lambda         0.0482  2.461e-02      1.957  5.034e-02 [-7.228e-05,9.640e-02]
=============================================================================

Covariance estimator: robust",7742.5653043761295,-3865.2826521880647,2.088902652735483,1.4453036541625026,0.9529071800918734,2.0020418612059214,0.9562150218251412,skewstudent
40,TASCO.BK," ARIMA(2,0,0)(0,0,0)[0]          ","                            Zero Mean - FIGARCH Model Results                             
==========================================================================================
Dep. Variable:                           TASCO.BK   R-squared:                       0.000
Mean Model:                             Zero Mean   Adj. R-squared:                  0.000
Vol Model:                                FIGARCH   Log-Likelihood:               -6090.40
Distribution:      Generalized Error Distribution   AIC:                           12190.8
Method:                        Maximum Likelihood   BIC:                           12219.8
                                                    No. Observations:                 2430
Date:                            Mon, Mar 03 2025   Df Residuals:                     2430
Time:                                    09:30:21   Df Model:                            0
                            Volatility Model                            
========================================================================
                 coef    std err          t      P>|t|  95.0% Conf. Int.
------------------------------------------------------------------------
omega          0.9422      1.001      0.941      0.347 [ -1.020,  2.904]
phi        7.6804e-03      0.899  8.548e-03      0.993 [ -1.753,  1.769]
d              0.2839      0.276      1.030      0.303 [ -0.256,  0.824]
beta           0.1434      1.019      0.141      0.888 [ -1.854,  2.140]
                              Distribution                              
========================================================================
                 coef    std err          t      P>|t|  95.0% Conf. Int.
------------------------------------------------------------------------
nu             1.0100      1.050      0.962      0.336 [ -1.048,  3.068]
========================================================================

Covariance estimator: robust",12190.79342947568,-6090.39671473784,13.22109292246319,3.6360820841206527,2.352854288918469,2.014933230438384,0.6983991477355631,generalized error
41,PREB.BK," ARIMA(0,0,0)(0,0,0)[0]          ","                             Zero Mean - EGARCH Model Results                             
==========================================================================================
Dep. Variable:                            PREB.BK   R-squared:                       0.000
Mean Model:                             Zero Mean   Adj. R-squared:                  0.000
Vol Model:                                 EGARCH   Log-Likelihood:               -4018.89
Distribution:      Generalized Error Distribution   AIC:                           8049.78
Method:                        Maximum Likelihood   BIC:                           8084.55
                                                    No. Observations:                 2430
Date:                            Mon, Mar 03 2025   Df Residuals:                     2430
Time:                                    09:30:25   Df Model:                            0
                               Volatility Model                              
=============================================================================
                 coef    std err          t      P>|t|       95.0% Conf. Int.
-----------------------------------------------------------------------------
omega          0.0173  1.401e-02      1.236      0.216 [-1.014e-02,4.477e-02]
alpha[1]       0.3184  4.830e-02      6.591  4.358e-11      [  0.224,  0.413]
alpha[2]      -0.2169  6.080e-02     -3.568  3.598e-04   [ -0.336,-9.777e-02]
gamma[1]       0.0136  1.735e-02      0.784      0.433 [-2.039e-02,4.761e-02]
beta[1]        0.9852  1.502e-02     65.576      0.000      [  0.956,  1.015]
                              Distribution                              
========================================================================
                 coef    std err          t      P>|t|  95.0% Conf. Int.
------------------------------------------------------------------------
nu             1.0100  4.544e-02     22.228 1.847e-109 [  0.921,  1.099]
========================================================================

Covariance estimator: robust",8049.77975463567,-4018.889877317835,4.7243117478446255,2.173548193126765,1.0477076324411088,2.3991023433087744,5.603792238551235e-23,generalized error
42,AP.BK," ARIMA(0,0,0)(0,0,0)[0]          ","                            Zero Mean - FIGARCH Model Results                             
==========================================================================================
Dep. Variable:                              AP.BK   R-squared:                       0.000
Mean Model:                             Zero Mean   Adj. R-squared:                  0.000
Vol Model:                                FIGARCH   Log-Likelihood:               -5358.04
Distribution:      Generalized Error Distribution   AIC:                           10726.1
Method:                        Maximum Likelihood   BIC:                           10755.1
                                                    No. Observations:                 2430
Date:                            Mon, Mar 03 2025   Df Residuals:                     2430
Time:                                    09:30:39   Df Model:                            0
                            Volatility Model                            
========================================================================
                 coef    std err          t      P>|t|  95.0% Conf. Int.
------------------------------------------------------------------------
omega          0.1879      1.204      0.156      0.876 [ -2.172,  2.548]
phi            0.2531      3.246  7.798e-02      0.938 [ -6.109,  6.615]
d              0.4164      0.542      0.768      0.443 [ -0.647,  1.480]
beta           0.3842      3.651      0.105      0.916 [ -6.773,  7.541]
                              Distribution                              
========================================================================
                 coef    std err          t      P>|t|  95.0% Conf. Int.
------------------------------------------------------------------------
nu             1.0100  7.001e-02     14.426  3.558e-47 [  0.873,  1.147]
========================================================================

Covariance estimator: robust",10726.089446999496,-5358.044723499748,10.50509842674067,3.2411569580538164,1.896031016193518,1.894929224583471,0.009769549315266315,generalized error
43,LPF.BK," ARIMA(0,0,1)(0,0,0)[0]          ","                            Zero Mean - FIGARCH Model Results                             
==========================================================================================
Dep. Variable:                             LPF.BK   R-squared:                       0.000
Mean Model:                             Zero Mean   Adj. R-squared:                  0.000
Vol Model:                                FIGARCH   Log-Likelihood:               -5140.93
Distribution:      Generalized Error Distribution   AIC:                           10291.9
Method:                        Maximum Likelihood   BIC:                           10320.8
                                                    No. Observations:                 2430
Date:                            Mon, Mar 03 2025   Df Residuals:                     2430
Time:                                    09:30:45   Df Model:                            0
                              Volatility Model                             
===========================================================================
                 coef    std err          t      P>|t|     95.0% Conf. Int.
---------------------------------------------------------------------------
omega          0.7692      0.530      1.453      0.146    [ -0.269,  1.807]
phi            0.3122      0.217      1.438      0.151    [ -0.113,  0.738]
d              0.1823  6.103e-02      2.987  2.821e-03  [6.265e-02,  0.302]
beta           0.4535      0.249      1.825  6.807e-02 [-3.366e-02,  0.941]
                              Distribution                              
========================================================================
                 coef    std err          t      P>|t|  95.0% Conf. Int.
------------------------------------------------------------------------
nu             1.1666  5.485e-02     21.269 2.201e-100 [  1.059,  1.274]
========================================================================

Covariance estimator: robust",10291.863605304658,-5140.931802652329,4.458833466750453,2.1115950053811106,1.5422306897031313,1.999109321668592,0.9992808053028628,generalized error
44,EGCO.BK," ARIMA(1,0,0)(0,0,0)[0]          ","                            Zero Mean - FIGARCH Model Results                             
==========================================================================================
Dep. Variable:                            EGCO.BK   R-squared:                       0.000
Mean Model:                             Zero Mean   Adj. R-squared:                  0.000
Vol Model:                                FIGARCH   Log-Likelihood:               -6580.08
Distribution:      Generalized Error Distribution   AIC:                           13170.2
Method:                        Maximum Likelihood   BIC:                           13199.1
                                                    No. Observations:                 2430
Date:                            Mon, Mar 03 2025   Df Residuals:                     2430
Time:                                    09:30:53   Df Model:                            0
                            Volatility Model                            
========================================================================
                 coef    std err          t      P>|t|  95.0% Conf. Int.
------------------------------------------------------------------------
omega          0.8649      0.854      1.013      0.311 [ -0.809,  2.539]
phi            0.0549      0.720  7.625e-02      0.939 [ -1.357,  1.467]
d              0.2951  6.164e-02      4.788  1.687e-06 [  0.174,  0.416]
beta       4.0763e-13      0.740  5.509e-13      1.000 [ -1.450,  1.450]
                              Distribution                              
========================================================================
                 coef    std err          t      P>|t|  95.0% Conf. Int.
------------------------------------------------------------------------
nu             1.0100  5.146e-02     19.626  9.243e-86 [  0.909,  1.111]
========================================================================

Covariance estimator: robust",13170.150836225013,-6580.075418112507,24.256207178739917,4.9250591040859515,2.9769972539923066,2.0451614926918293,0.2583694257567996,generalized error
45,SINGER.BK," ARIMA(0,0,0)(0,0,0)[0]          ","                            Zero Mean - FIGARCH Model Results                             
==========================================================================================
Dep. Variable:                          SINGER.BK   R-squared:                       0.000
Mean Model:                             Zero Mean   Adj. R-squared:                  0.000
Vol Model:                                FIGARCH   Log-Likelihood:               -4943.07
Distribution:      Generalized Error Distribution   AIC:                           9896.13
Method:                        Maximum Likelihood   BIC:                           9925.11
                                                    No. Observations:                 2430
Date:                            Mon, Mar 03 2025   Df Residuals:                     2430
Time:                                    09:30:59   Df Model:                            0
                              Volatility Model                             
===========================================================================
                 coef    std err          t      P>|t|     95.0% Conf. Int.
---------------------------------------------------------------------------
omega          0.5411      0.686      0.789      0.430    [ -0.804,  1.886]
phi            0.3993      0.349      1.146      0.252    [ -0.284,  1.082]
d              0.2014      0.103      1.959  5.009e-02 [-7.870e-05,  0.403]
beta           0.5079      0.432      1.175      0.240    [ -0.339,  1.355]
                              Distribution                              
========================================================================
                 coef    std err          t      P>|t|  95.0% Conf. Int.
------------------------------------------------------------------------
nu             1.0100      0.122      8.292  1.113e-16 [  0.771,  1.249]
========================================================================

Covariance estimator: robust",9896.133482625602,-4943.066741312801,4.387648674229022,2.0946714955402963,1.4355731137333743,1.9974364794703292,0.9784732375161251,generalized error
46,BH.BK," ARIMA(2,0,0)(0,0,0)[0]          ","                          Zero Mean - TARCH/ZARCH Model Results                           
==========================================================================================
Dep. Variable:                              BH.BK   R-squared:                       0.000
Mean Model:                             Zero Mean   Adj. R-squared:                  0.000
Vol Model:                            TARCH/ZARCH   Log-Likelihood:               -5909.65
Distribution:      Generalized Error Distribution   AIC:                           11831.3
Method:                        Maximum Likelihood   BIC:                           11866.1
                                                    No. Observations:                 2430
Date:                            Mon, Mar 03 2025   Df Residuals:                     2430
Time:                                    09:31:02   Df Model:                            0
                              Volatility Model                             
===========================================================================
                 coef    std err          t      P>|t|     95.0% Conf. Int.
---------------------------------------------------------------------------
omega          0.1428      0.113      1.260      0.208 [-7.931e-02,  0.365]
alpha[1]       0.1064  2.974e-02      3.577  3.476e-04  [4.809e-02,  0.165]
alpha[2]   1.4261e-09      0.134  1.062e-08      1.000    [ -0.263,  0.263]
gamma[1]       0.0360  4.286e-02      0.839      0.401 [-4.803e-02,  0.120]
beta[1]        0.8655      0.110      7.847  4.272e-15    [  0.649,  1.082]
                              Distribution                              
========================================================================
                 coef    std err          t      P>|t|  95.0% Conf. Int.
------------------------------------------------------------------------
nu             1.0100      0.892      1.133      0.257 [ -0.738,  2.758]
========================================================================

Covariance estimator: robust",11831.298902377152,-5909.649451188576,14.820367197921488,3.8497230027524694,2.231141913522732,1.9734418510632008,0.5388919634624094,generalized error
